Metabolite,s__Aliterella_sp._FACHB-2293,s__Comamonas_aquatica,s__Coprococcus_eutactus,s__Corynebacterium_mastitidis,s__Cytophaga_sp._VM1T,s__Deinococcus_antarcticus,s__Deinococcus_soli_Cha_et_al._2016,s__Deinococcus_wulumuqiensis,s__Fibrella_aestuarina,s__Flavobacterium_sp._A5R1.11,s__Flavobacterium_sp._B202,s__Ileibacterium_valens,s__Lactobacillus_vaginalis_g__Bacillus,s__Leuconostoc_fallax,s__Malaclemys_terrapin_terrapin,s__Muribacter_muris,s__Nocardioides_simplex_g__Nocardioides,s__Paenibacillus_physcomitrellae,s__Prevotella_copri_DSM_18205,s__Roseibacillus_ponti,s__Roseovarius_azorensis,s__Spirosoma_carri,s__Streptococcus_danieliae,s__Streptococcus_merionis,s__bacterium_enrichment_culture_clone_auto67_4W,s__bacterium_g__Halovulum,s__metagenome_g__norank_f__norank_o__Gaiellales,s__mouse_gut_metagenome_g__Roseburia,s__unclassified_c__Alphaproteobacteria,s__unclassified_c__Bacilli,s__unclassified_c__Bacteroidia,s__unclassified_c__Gammaproteobacteria,s__unclassified_f__Acetobacteraceae,s__unclassified_f__Alcaligenaceae,s__unclassified_f__Anaerovoracaceae,s__unclassified_f__Blastocatellaceae,s__unclassified_f__Caulobacteraceae,s__unclassified_f__Chitinophagaceae,s__unclassified_f__Comamonadaceae,s__unclassified_f__Enterobacteriaceae,s__unclassified_f__Gallionellaceae,s__unclassified_f__Intrasporangiaceae,s__unclassified_f__Isosphaeraceae,s__unclassified_f__Lachnospiraceae,s__unclassified_f__Microbacteriaceae,s__unclassified_f__Micrococcaceae,s__unclassified_f__Microscillaceae,s__unclassified_f__Nostocaceae,s__unclassified_f__Oxalobacteraceae,s__unclassified_f__Pasteurellaceae,s__unclassified_f__Pleomorphomonadaceae,s__unclassified_f__Pseudomonadaceae,s__unclassified_f__Rhizobiaceae,s__unclassified_f__Rhodobacteraceae,s__unclassified_f__Rhodocyclaceae,s__unclassified_f__Sphingomonadaceae,s__unclassified_f__Weeksellaceae,s__unclassified_f__Xanthobacteraceae,s__unclassified_g__1174-901-12,s__unclassified_g__Achromobacter,s__unclassified_g__Acidocella,s__unclassified_g__Acidovorax,s__unclassified_g__Acinetobacter,s__unclassified_g__Aerococcus,s__unclassified_g__Aeromicrobium,s__unclassified_g__Aeromonas,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Amaricoccus,s__unclassified_g__Amphiplicatus,s__unclassified_g__Arenibacter,s__unclassified_g__Arthrobacter,s__unclassified_g__Azospira,s__unclassified_g__Bacillus,s__unclassified_g__Bacteroides,s__unclassified_g__Bifidobacterium,s__unclassified_g__Blastococcus,s__unclassified_g__Blautia,s__unclassified_g__Bosea,s__unclassified_g__Bradyrhizobium,s__unclassified_g__Branchiibius,s__unclassified_g__Brevibacterium,s__unclassified_g__Brevundimonas,s__unclassified_g__Brochothrix,s__unclassified_g__Bryobacter,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Butyrivibrio,s__unclassified_g__Candidatus_Brocadia,s__unclassified_g__Candidatus_Solibacter,s__unclassified_g__Cellulomonas,s__unclassified_g__Cellulophaga,s__unclassified_g__Christensenellaceae_R-7_group,s__unclassified_g__Chryseobacterium,s__unclassified_g__Cloacibacterium,s__unclassified_g__Clostridium_sensu_stricto_1,s__unclassified_g__Comamonas,s__unclassified_g__Corynebacterium,s__unclassified_g__Croceicoccus,s__unclassified_g__Curtobacterium,s__unclassified_g__Defluviimonas,s__unclassified_g__Deinococcus,s__unclassified_g__Delftia,s__unclassified_g__Dorea,s__unclassified_g__Emticicia,s__unclassified_g__Enhydrobacter,s__unclassified_g__Enterobacter,s__unclassified_g__Enterococcus,s__unclassified_g__Escherichia-Shigella,s__unclassified_g__Exiguobacterium,s__unclassified_g__Faecalibaculum,s__unclassified_g__Ferruginibacter,s__unclassified_g__Fibrella,s__unclassified_g__Flavobacterium,s__unclassified_g__Gemella,s__unclassified_g__Gordonia,s__unclassified_g__Granulicella,s__unclassified_g__Helicobacter,s__unclassified_g__Hydrogenispora,s__unclassified_g__Hyphomicrobium,s__unclassified_g__Inquilinus,s__unclassified_g__Klebsiella,s__unclassified_g__Kocuria,s__unclassified_g__Kytococcus,s__unclassified_g__Lactobacillus,s__unclassified_g__Lactococcus,s__unclassified_g__Leifsonia,s__unclassified_g__Luteimonas,s__unclassified_g__Lysobacter,s__unclassified_g__Macrococcus,s__unclassified_g__Maribacter,s__unclassified_g__Mesorhizobium,s__unclassified_g__Methylobacterium-Methylorubrum,s__unclassified_g__Micrococcus,s__unclassified_g__Microvirga,s__unclassified_g__Mucilaginibacter,s__unclassified_g__Muricauda,s__unclassified_g__Mycobacterium,s__unclassified_g__Nitrospira,s__unclassified_g__Nocardioides,s__unclassified_g__Novosphingobium,s__unclassified_g__Ochrobactrum,s__unclassified_g__Paenarthrobacter,s__unclassified_g__Paenibacillus,s__unclassified_g__Pandoraea,s__unclassified_g__Paraclostridium,s__unclassified_g__Paracoccus,s__unclassified_g__Pedobacter,s__unclassified_g__Phyllobacterium,s__unclassified_g__Proteus,s__unclassified_g__Pseudomonas,s__unclassified_g__Pseudoxanthomonas,s__unclassified_g__Psychrobacter,s__unclassified_g__Ralstonia,s__unclassified_g__Rhodococcus,s__unclassified_g__Rhodopseudomonas,s__unclassified_g__Rodentibacter,s__unclassified_g__Roseomonas,s__unclassified_g__Rothia,s__unclassified_g__Rubrobacter,s__unclassified_g__Rudaea,s__unclassified_g__Ruminiclostridium,s__unclassified_g__Ruminococcus,s__unclassified_g__Serratia,s__unclassified_g__Shewanella,s__unclassified_g__Sphingobacterium,s__unclassified_g__Sphingobium,s__unclassified_g__Sphingomonas,s__unclassified_g__Staphylococcus,s__unclassified_g__Stenotrophomonas,s__unclassified_g__Streptococcus,s__unclassified_g__Streptomyces,s__unclassified_g__Sulfurovum,s__unclassified_g__Synechococcus_CC9902,s__unclassified_g__Syntrophomonas,s__unclassified_g__TM7a,s__unclassified_g__TM7x,s__unclassified_g__Tabrizicola,s__unclassified_g__Thiobacillus,s__unclassified_g__Thiomonas,s__unclassified_g__Thiothrix,s__unclassified_g__Truepera,s__unclassified_g__Tsukamurella,s__unclassified_g__Tundrisphaera,s__unclassified_g__Turicibacter,s__unclassified_g__UCG-005,s__unclassified_g__Undibacterium,s__unclassified_g__Weissella,s__unclassified_g__Williamsia,s__unclassified_g__Winogradskyella,s__unclassified_g__norank_f__Blastocatellaceae,s__unclassified_g__norank_f__Caulobacteraceae,s__unclassified_g__norank_f__Chitinophagaceae,s__unclassified_g__norank_f__Chromatiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Hyphomonadaceae,s__unclassified_g__norank_f__Microscillaceae,s__unclassified_g__norank_f__Mitochondria,s__unclassified_g__norank_f__SM2D12,s__unclassified_g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__norank_o__Chloroplast,s__unclassified_g__norank_f__norank_o__Elsterales,s__unclassified_g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__norank_c__KD4-96,s__unclassified_g__norank_f__norank_o__norank_c__MB-A2-108,s__unclassified_g__norank_f__norank_o__norank_c__SJA-28,s__unclassified_g__norank_f__norank_o__norank_c__bacteriap25,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__NB1-j,s__unclassified_k__norank_d__Bacteria,s__unclassified_o__Burkholderiales,s__unclassified_o__Chitinophagales,s__unclassified_o__Enterobacterales,s__unclassified_o__Fimbriimonadales,s__unclassified_o__Flavobacteriales,s__unclassified_o__Micrococcales,s__unclassified_o__Pseudomonadales,s__unclassified_p__Proteobacteria,s__uncultured_Allobaculum_sp._g__Allobaculum,s__uncultured_Alphaproteobacteria_bacterium_g__Jannaschia,s__uncultured_Alphaproteobacteria_bacterium_g__norank_f__Gemmatimonadaceae,s__uncultured_Alphaproteobacteria_bacterium_g__norank_f__Reyranellaceae,s__uncultured_Bacteroidales_bacterium_g__Alloprevotella,s__uncultured_Bacteroidetes_bacterium_g__Aurantisolimonas,s__uncultured_Gemmatimonadetes_bacterium_g__norank_f__norank_o__norank_c__S0134_terrestrial_group,s__uncultured_bacterium_g__Algitalea,s__uncultured_bacterium_g__Candidatus_Berkiella,s__uncultured_bacterium_g__Conexibacter,s__uncultured_bacterium_g__Pajaroellobacter,s__uncultured_bacterium_g__Rehaibacterium,s__uncultured_bacterium_g__Roseiarcus,s__uncultured_bacterium_g__Sandaracinobacter,s__uncultured_bacterium_g__Sediminibacterium,s__uncultured_bacterium_g__Sporobacter,s__uncultured_bacterium_g__TM7a,s__uncultured_bacterium_g__Undibacterium,s__uncultured_bacterium_g__norank_f__Eubacteriaceae,s__uncultured_bacterium_g__norank_f__Fimbriimonadaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__norank_o__MVP-88,s__uncultured_bacterium_g__norank_f__norank_o__Rhodospirillales,s__uncultured_bacterium_g__norank_f__norank_o__WD260,s__uncultured_candidate_division_SBR1093_bacterium,s__uncultured_eubacterium_WD297,s__uncultured_forest_soil_bacterium_g__norank_f__norank_o__norank,s__uncultured_organism_g__Rikenellaceae_RC9_gut_group,s__uncultured_prokaryote_g__norank_f__norank_o__Xanthomonadales,s__uncultured_rumen_bacterium_g__Acetitomaculum
Severe1,0,14,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,70,0,2769,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,358,0,5,119,0,0,0,0,0,0,0,0,0,29363,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,719,1037,0,235,0,0,0,0,9,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,4,0,0,0,0,4,1322,0,0,0,0,6,0,0,0,0,18,0,0,0,0,3,77,0,123,0,0,0,0,0,0,0,0,0,0,0,0,14,0,233,0,1453,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0
Severe2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,175,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,0,0,0,0,0,0,0,0,39547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,126,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
Severe3,0,12,0,0,4,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,113,8,3260,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,153,0,9,148,0,0,0,0,0,0,0,0,0,27445,5,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1035,1181,0,148,0,0,0,0,0,25,0,0,0,11,6,1480,0,0,0,3,0,0,0,0,0,0,0,0,573,0,0,3,0,3,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,79,0,0,0,4,0,0,0,7,3,0,0,0,0,0,433,2,1250,4,160,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1294,0,0,0,0,0,0,0,0,0,0,0,0
Severe4,0,26,0,0,9,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,4,0,12,0,0,0,0,0,172,0,2340,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,240,0,5,79,0,0,0,0,0,0,0,0,0,29430,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,772,2144,0,224,0,0,3,0,1,37,0,0,0,0,0,157,0,0,0,2,2,4,0,0,0,0,0,0,462,0,0,76,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,62,0,48,0,0,2,2,0,0,0,0,0,0,0,0,6,0,327,0,1203,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,0
Severe5,1,19,0,0,0,0,4,0,2,0,39,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,0,0,0,15,0,0,0,0,0,151,2,3780,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,14,0,0,194,0,6,137,0,0,0,0,0,0,0,0,0,25915,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,725,2206,0,464,0,0,8,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,651,0,0,0,0,4,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,49,0,91,0,0,0,4,0,0,0,0,0,0,0,0,8,0,332,0,1305,2,158,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0
Severe6,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,12,0,237,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,39,0,0,21,0,0,0,0,0,0,0,0,0,38231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,152,263,0,91,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,203,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0
Middle1,0,39,0,0,8,2,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7,0,2,0,0,233,0,5421,0,0,0,0,0,4,0,0,12,0,0,0,3,0,0,0,16,0,0,418,0,23,265,0,1,0,0,0,0,0,0,0,8153,0,0,0,0,0,3,0,0,25,0,1,0,0,0,0,5,0,0,796,4312,0,1493,0,0,48,0,8,137,0,4,0,0,20,0,0,3,0,6,0,2,0,0,0,0,0,0,1660,0,2,0,0,0,0,0,0,0,4,3497,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,147,0,345,1,0,4,0,0,0,0,32,0,0,0,0,17,0,457,0,2832,28,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9153,0,0,0,0,0,4,0,0,0,0,0,0
Middle2,0,113,0,0,52,5,0,0,0,0,569,0,5,0,4,0,0,0,0,0,0,2,197,0,0,0,0,0,2,0,0,5,0,0,0,0,0,587,4,6472,0,2,0,0,0,0,0,0,2,0,0,0,17,0,3,0,0,0,0,2743,0,36,425,3,0,0,0,0,0,0,0,0,25,0,0,0,0,16,28,0,0,164,0,0,0,0,0,0,1,0,0,1990,345,0,683,4,0,24,0,26,53,0,0,13,0,0,12,0,0,0,14,4,0,0,0,0,7,0,0,1491,0,0,0,0,11,0,0,0,0,2,4264,0,0,0,0,26,0,0,0,0,349,0,0,0,4,49,563,0,1979,3,0,0,2,0,3,0,10,0,0,0,0,3,0,515,0,7238,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,6454,0,0,0,0,0,0,0,0,0,0,0,0
Middle3,0,16,0,0,27,2,0,0,0,0,189,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,16,0,0,0,0,395,0,5878,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,4,0,844,10,27,106,0,0,0,2,0,0,0,0,0,12722,0,0,0,0,5,7,0,0,33,0,0,0,3,0,2,0,0,0,3197,3752,0,217,0,0,0,0,7,83,0,0,0,0,0,845,0,0,0,3,0,0,0,16,0,0,0,4,1440,0,0,0,0,11,0,0,0,0,3,2833,0,0,2,0,1,0,0,0,0,8,0,8,0,0,0,212,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,3866,0,669,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,11,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1598,0,0,0,0,2,8,0,0,8,0,0,0
Middle4,0,31,0,0,5,6,0,0,0,0,30,0,0,2,0,1,0,0,0,0,0,5,24,2,0,0,0,2,0,0,0,22,0,0,0,0,0,151,4,12612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1199,0,33,733,0,0,0,0,0,0,0,0,0,369,0,0,0,0,5,8,0,0,50,0,0,0,0,0,0,4,0,0,2215,1385,0,323,0,0,13,0,7,16,0,0,1,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,3088,0,0,120,18,8,0,0,7,0,16,3998,0,0,0,0,7,0,0,0,7,12,0,0,0,0,9,308,0,616,7,0,5,6,5,0,0,0,0,0,0,0,16,0,308,0,5237,89,881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6170,0,0,0,0,0,0,0,0,0,0,0,0
Middle5,0,27,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,219,2,0,0,0,0,2,0,0,0,0,0,0,0,0,105,8,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,24,579,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,5,0,0,23,0,0,0,0,0,0,3,0,0,964,6219,0,1509,0,0,40,0,0,123,0,0,0,0,335,1863,0,0,0,0,0,0,2,0,0,0,0,0,1545,0,0,0,0,0,0,0,0,0,11,4660,0,0,0,0,6,0,0,0,2,5,0,0,0,0,6,115,0,284,3,0,4,0,0,0,0,2,0,0,0,0,13,0,703,0,2837,3,477,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8762,0,0,0,0,0,0,0,0,0,0,0,0
Middle6,0,21,0,0,7,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,156,3,4706,0,0,0,0,8,0,0,0,16,0,0,1,4,0,0,0,4,0,0,191,0,21,3505,21,0,0,0,0,0,0,0,0,12945,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,436,3102,0,1071,0,0,31,0,0,81,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,67,0,210,0,0,3,0,0,0,0,0,0,0,0,0,13,0,422,0,1659,0,473,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7130,0,0,0,0,0,0,0,0,0,0,0,0
Mild1,0,42,0,0,22,33,0,0,0,0,180,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,6125,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,505,0,36,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,56,0,0,0,0,0,0,0,0,0,3539,8400,0,937,0,0,0,0,17,104,0,0,0,0,0,3181,0,0,0,9,0,0,0,0,0,0,0,0,1206,0,0,0,0,6,0,0,0,0,12,3623,0,0,0,0,0,0,0,0,8,28,0,0,0,0,12,194,0,507,0,0,0,7,0,0,0,2,0,0,0,0,0,0,1754,0,4329,0,623,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,23,0,0,3937,0,0,0,0,0,0,0,0,0,0,0,0
Mild2,0,46,0,0,48,8,7,2,0,0,206,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,604,0,7119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,862,0,32,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,45,0,0,0,0,0,0,0,0,0,3993,6812,0,1190,0,0,13,0,17,164,0,0,3,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,2212,0,0,0,0,5,0,0,0,0,13,3775,0,0,0,0,7,0,0,0,0,25,0,0,0,0,4,239,0,380,0,0,0,4,0,0,0,0,0,0,0,0,11,0,1438,0,4799,12,628,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0
Mild3,0,27,0,0,61,5,5,0,0,0,280,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,756,2,7584,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,1363,0,24,60,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,64,0,0,0,0,0,0,0,0,0,5103,2786,0,903,0,0,0,0,16,87,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1654,0,0,0,0,5,0,0,0,0,12,4440,0,0,0,0,9,0,0,0,0,17,0,0,0,0,11,246,0,364,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,5554,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,5519,0,0,0,0,0,0,0,0,0,0,0,0
Mild4,0,29,0,0,24,0,0,0,0,0,268,0,0,0,0,0,5,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,9681,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,1803,0,30,81,0,2,0,10,0,0,0,0,0,6,0,0,0,0,2,12,0,0,74,0,0,0,0,0,0,0,0,0,4845,4031,0,458,0,0,6,0,14,88,0,0,0,0,669,0,0,0,0,6,0,19,0,0,0,0,0,0,2746,0,0,0,0,8,0,0,0,0,3,3868,0,0,0,0,8,0,0,0,0,7,0,0,0,0,10,309,0,332,0,0,6,13,0,0,0,10,0,0,0,0,9,0,1838,0,5510,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1836,0,0,0,0,0,0,0,0,0,0,0,0
Mild5,0,0,3,0,19,0,8,0,0,8,93,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,231,0,5171,0,0,0,0,0,0,3,0,11,0,0,0,0,2,0,8,9,0,0,337,0,15,1444,0,0,21,0,0,32,0,23,1,0,0,0,0,0,0,0,0,2,13,482,0,0,0,3,0,0,0,0,2154,2349,1,147,0,0,0,9,0,32,0,0,4,0,0,29,0,0,0,0,37,0,0,0,0,0,12,0,1125,19,0,9,0,0,0,0,1,0,0,1341,0,0,0,0,0,1,0,5,0,0,0,0,0,2,8,101,0,20866,0,47,0,0,0,0,0,0,0,0,0,0,10,446,915,0,1443,0,156,0,0,0,0,0,0,0,0,1,10,75,0,0,0,1,0,0,0,16,0,3,0,0,0,0,3,0,2,0,0,0,8,0,2,0,0,0,0,2,6,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,4,0,0,839,0,0,0,0,0,0,6,0,0,0,3,0
Mild6,0,10,0,0,32,7,0,0,0,0,170,0,0,0,0,0,0,0,4,0,0,8,11,0,0,0,0,0,0,0,0,4,0,6,0,0,0,347,8,8508,0,0,0,4,0,9,0,0,9,0,0,0,2,2,0,0,4,0,0,1102,0,13,193,0,0,0,5,0,0,0,0,0,7,2,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,1,3085,7099,0,338,0,0,0,0,8,61,0,8,0,0,2157,5286,0,0,0,6,3,0,0,0,0,0,0,0,2391,0,0,9,2,0,0,3,0,0,13,2901,0,0,0,0,8,0,0,0,0,5,0,0,0,0,3,171,0,134,0,0,0,4,0,0,0,369,0,0,0,2,4,0,859,0,3019,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,0
